### columns from Head ###
     Cluster     Annotation     gene     p_val     avg_diff     pct.1     pct.2

### data from body ###

     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Rtkn     2.9726e-27     0.7095     0.182     0.045
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Tmem258     4.9198e-43     0.7068     0.53     0.289
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Ppp2r2c     1.5997e-23     0.703     0.152     0.035
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Enpp4     1.2319e-23     0.7019     0.166     0.044
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Rnf130     5.9662e-28     0.7005     0.293     0.118
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Nmral1     1.197e-26     0.6978     0.194     0.053
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Cfl2     1.0315e-26     0.6969     0.25     0.092
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Sort1     6.5191e-28     0.6948     0.248     0.088
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Clip3     2.2603e-24     0.6926     0.246     0.095
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Anks1b     1.4235e-25     0.6912     0.194     0.055
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Eid1     3.7423e-23     0.6912     0.209     0.072
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Jam3     4.4253e-28     0.688     0.276     0.104
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Arl2     4.0234e-28     0.6871     0.239     0.078
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Fis1     3.7734e-33     0.6845     0.424     0.218
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Kif1b     3.0234e-27     0.6842     0.334     0.152
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Il1rap     5.2492e-26     0.6836     0.177     0.044
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Olig1     6.8289e-95     0.6835     0.564     0.202
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Unc5b     2.2604e-28     0.6834     0.16     0.032
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Osbpl1a     1.2003e-23     0.6833     0.25     0.1
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Inpp5f     4.169e-21     0.6801     0.163     0.046
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Golga7     5.0015e-25     0.68     0.201     0.061
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Camk2n1     1.5627e-21     0.6792     0.332     0.188
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Tmem63a     9.8899e-25     0.679     0.273     0.113
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Ppp1r16b     1.5142e-22     0.6748     0.152     0.037
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Cpd     2.6505e-20     0.6747     0.167     0.054
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Selenom     3.668e-21     0.6731     0.231     0.093
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Pcdh9     7.9798e-25     0.673     0.163     0.038
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Fah     3.5716e-24     0.6688     0.169     0.043
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     1810037I17Rik     1.1092e-31     0.6682     0.416     0.213
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Dusp15     9.8771e-23     0.6657     0.157     0.043
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Rap1gds1     1.0259e-20     0.6652     0.19     0.065
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Atp9a     7.9643e-24     0.6644     0.195     0.06
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Gabarapl1     2.9928e-26     0.6629     0.367     0.198
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Mtch1     3.9528e-22     0.6621     0.277     0.128
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Tmem98     2.1737e-22     0.6578     0.177     0.052
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Slc24a2     1.0044e-21     0.6545     0.16     0.044
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Ado     1.7677e-21     0.6519     0.189     0.062
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Mapk3     4.1895e-20     0.6463     0.192     0.069
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Ap2s1     5.089e-21     0.6461     0.24     0.099
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Car14     8.9201e-31     0.6406     0.213     0.059
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Slc4a2     1.0358e-19     0.6403     0.182     0.063
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Prkacb     3.2516e-23     0.639     0.188     0.056
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Rcbtb1     8.0308e-19     0.6331     0.166     0.054
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Eps15     8.1429e-20     0.6316     0.177     0.057
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Gnao1     6.8792e-24     0.6278     0.348     0.177
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Ralgds     1.8676e-18     0.624     0.193     0.074
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Nudt4     8.0115e-21     0.6237     0.211     0.078
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Tsc22d4     1.596e-37     0.6233     0.526     0.287
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Cd82     5.6409e-29     0.6212     0.339     0.149
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Dync1li2     6.769e-20     0.6149     0.173     0.055
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Chn2     6.0983e-21     0.6144     0.22     0.083
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Scd1     1.9069e-17     0.6142     0.154     0.05
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Tmem189     4.9531e-18     0.6131     0.181     0.066
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Phactr1     6.1523e-24     0.6123     0.259     0.104
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Emc10     6.6101e-24     0.6079     0.339     0.169
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Plin3     4.6527e-18     0.6079     0.154     0.048
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Hdac11     1.0668e-22     0.6051     0.186     0.057
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Cyp51     3.196e-18     0.6042     0.211     0.087
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Snrpn     1.797e-18     0.598     0.191     0.071
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Efcab14     7.1915e-17     0.5971     0.163     0.056
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Gabarapl2     6.1237e-20     0.5916     0.266     0.13
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Ncdn     9.8451e-19     0.5888     0.186     0.066
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Ndufa3     1.3807e-39     0.5875     0.622     0.386
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     S100a16     5.704e-35     0.5864     0.486     0.258
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Myo6     4.8537e-18     0.5841     0.18     0.064
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Erbin     1.9806e-14     0.5808     0.164     0.07
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Cadm4     6.2825e-27     0.5807     0.342     0.158
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Klf13     2.022e-15     0.5807     0.154     0.055
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Pip4k2a     5.1465e-22     0.5734     0.257     0.107
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Npc1     2.519e-15     0.5724     0.198     0.089
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Tuba1a     1.9485e-92     0.5712     0.775     0.423
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Nsmf     1.1105e-13     0.5706     0.176     0.077
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Lrrn1     7.151e-15     0.5691     0.152     0.057
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Adssl1     9.3695e-19     0.563     0.162     0.052
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Cox6c     1.0172e-58     0.5575     0.756     0.474
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Ppp2ca     2.3365e-20     0.5573     0.329     0.172
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Rnf13     8.6966e-32     0.5559     0.533     0.328
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     S100b     4.4573e-25     0.554     0.514     0.34
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Cxx1b     2.823e-15     0.5539     0.175     0.07
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Glrb     2.4549e-17     0.5521     0.203     0.082
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Gprc5b     4.0906e-22     0.5496     0.355     0.185
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Clasp2     2.5418e-13     0.5483     0.17     0.078
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Snx1     9.3694e-17     0.5458     0.22     0.097
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Ak3     3.7417e-15     0.5451     0.183     0.077
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Tmem229a     1.4596e-16     0.5425     0.171     0.063
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Cdk5     6.7811e-21     0.542     0.255     0.109
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Pcyt2     7.7014e-18     0.5401     0.265     0.126
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Fabp5     6.1268e-23     0.54     0.354     0.182
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Lap3     2.189e-15     0.5357     0.272     0.149
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Mif     7.2942e-22     0.5341     0.443     0.293
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Atp5e     9.1819e-22     0.5316     0.443     0.271
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Rnf5     1.981e-14     0.5262     0.224     0.11
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Fnta     4.7593e-14     0.5255     0.182     0.079
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Smim1     1.3677e-14     0.5248     0.159     0.06
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Aldoa     1.3247e-25     0.5239     0.502     0.311
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Anapc11     6.0897e-15     0.5208     0.285     0.159
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Enoph1     1.7308e-17     0.5202     0.175     0.063
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Atp6v0e2     6.1533e-16     0.5195     0.224     0.101
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Bpgm     1.1706e-13     0.5184     0.209     0.101
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Ube2d1     6.1934e-15     0.5167     0.162     0.061
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Fdps     2.8014e-14     0.5159     0.16     0.062
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Sirt2     6.7045e-37     0.5121     0.439     0.218
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Adi1     4.0621e-18     0.5116     0.176     0.064
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Actr1a     1.4703e-12     0.5115     0.203     0.101
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Daam2     2.8105e-12     0.5096     0.158     0.066
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Fkbp8     4.6996e-13     0.509     0.225     0.117
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Cox17     1.7141e-13     0.5067     0.26     0.143
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Fscn1     1.4279e-19     0.502     0.366     0.203
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Prdx1     3.2937e-32     0.5018     0.613     0.418
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Pim3     2.77e-12     0.5006     0.164     0.071
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Ctbp1     4.1646e-11     0.4987     0.183     0.097
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Rap1a     1.8589e-15     0.4972     0.293     0.159
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Gnb1     4.3976e-10     0.497     0.186     0.102
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Calm3     1.1752e-14     0.497     0.338     0.213
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Cldnd1     6.6096e-16     0.4968     0.212     0.096
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     mt-Nd2     4.9408e-102     0.495     0.983     0.831
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     5031439G07Rik     5.4634e-17     0.4936     0.237     0.109
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Dennd5a     3.1879e-11     0.493     0.177     0.086
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Ppp2r2a     5.9721e-11     0.4924     0.195     0.101
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Hsbp1     2.1853e-19     0.4912     0.434     0.268
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Aplp2     3.0047e-20     0.4882     0.355     0.19
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Sbds     1.6571e-11     0.4875     0.187     0.093
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Ubqln1     5.6264e-11     0.4807     0.173     0.083
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Phf5a     7.1056e-11     0.4786     0.173     0.09
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Pak1     3.7807e-13     0.4771     0.186     0.083
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Lamp1     2.8158e-40     0.4724     0.704     0.528
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Cltb     8.7815e-16     0.4698     0.198     0.086
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Cox7a2     2.4702e-22     0.4671     0.521     0.34
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     2810428I15Rik     8.2215e-11     0.4643     0.213     0.115
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Igsf8     2.6755e-10     0.4613     0.181     0.092
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Rnf181     4.8946e-12     0.4581     0.17     0.075
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Pink1     6.8902e-12     0.4561     0.2     0.1
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Klc1     7.0551e-10     0.4546     0.175     0.09
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Rnd2     4.6131e-12     0.4532     0.192     0.095
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Arl8a     2.4207e-11     0.4531     0.205     0.106
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Mapre2     1.3039e-11     0.4529     0.165     0.079
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Slu7     2.1776e-14     0.4476     0.155     0.059
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Rps21     2.3062e-27     0.4464     0.608     0.407
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Scamp5     1.1188e-11     0.4463     0.203     0.102
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Ppp2r3a     3.3526e-10     0.443     0.156     0.072
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Tm7sf3     2.7307e-12     0.4429     0.196     0.093
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Snhg9     2.9232e-8     0.4426     0.191     0.122
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Ubl3     3.3772e-12     0.4424     0.296     0.178
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Mlf2     1.9366e-12     0.4399     0.315     0.196
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Kcnj10     2.5191e-29     0.4366     0.425     0.225
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Nudt3     1.2264e-8     0.4366     0.164     0.087
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Nbr1     8.5804e-9     0.4341     0.156     0.08
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Cox5b     1.7854e-14     0.4297     0.416     0.279
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Gde1     3.5034e-11     0.4251     0.283     0.17
     Adult-Brain_1     Myelinating oligodendrocyte (Adult-Brain)     Sptssa     5.4759e-10     0.4243     0.152     0.07
